customerID,RiskScore,RunDate
9560-BBZXK,0.0557540581188236,2025-06-20
5299-RULOA,0.667943801368516,2025-06-20
8402-OOOHJ,0.030587583083539278,2025-06-20
9445-ZUEQE,0.3327205836317317,2025-06-20
1091-SOZGA,0.15512487133753886,2025-06-20
2928-HLDBA,0.20075094402903487,2025-06-20
0404-SWRVG,0.5702002833242265,2025-06-20
6497-TILVL,0.35944795270643404,2025-06-20
7219-TLZHO,0.22101227737684367,2025-06-20
4622-YNKIJ,0.2947771686377481,2025-06-20
4412-YLTKF,0.436053128025331,2025-06-20
6734-PSBAW,0.005355653619326804,2025-06-20
3930-ZGWVE,0.24069465687262334,2025-06-20
2639-UGMAZ,0.031834093608943,2025-06-20
2876-GZYZC,0.5321270858416797,2025-06-20
6207-WIOLX,0.20657908780363646,2025-06-20
8587-XYZSF,0.01781604619914823,2025-06-20
3091-FYHKI,0.3303077550007618,2025-06-20
2372-HWUHI,0.3742977231546178,2025-06-20
7799-LGRDP,0.03222433665238459,2025-06-20
7850-VWJUU,0.323896436379086,2025-06-20
3774-VBNXY,0.00789040256240295,2025-06-20
6217-KDYWC,0.011311998468699706,2025-06-20
0390-DCFDQ,0.7149720052594243,2025-06-20
3146-MSEGF,0.09010710289892916,2025-06-20
4080-OGPJL,0.488934205177008,2025-06-20
1095-WGNGG,0.12769914320888287,2025-06-20
2636-SJDOU,0.06416987244367257,2025-06-20
1131-QQZEB,0.010504012848164147,2025-06-20
5716-EZXZN,0.10166034267781815,2025-06-20
6837-BJYDQ,0.21899810760736776,2025-06-20
2135-RXIHG,0.39661693392829594,2025-06-20
6440-DKQGE,0.1850875946571763,2025-06-20
3466-BYAVD,0.3758209221122515,2025-06-20
3780-YVMFA,0.4707440332349173,2025-06-20
3874-EQOEP,0.6586890668941413,2025-06-20
1679-JRFBR,0.11092069373919934,2025-06-20
9073-ZZIAY,0.07487425503991567,2025-06-20
3077-RSNTJ,0.19629810576002946,2025-06-20
6551-GNYDG,0.4799017051847326,2025-06-20
9167-APMXZ,0.39803555698068044,2025-06-20
2749-CTKAJ,0.08434168649721051,2025-06-20
6371-NZYEG,0.32727332346747723,2025-06-20
7554-NEWDD,0.18086813668683674,2025-06-20
8992-VONJD,0.31952573530429207,2025-06-20
0867-MKZVY,0.41028933215341845,2025-06-20
4482-EWFMI,0.5598502002087065,2025-06-20
4648-YPBTM,0.08103001348199548,2025-06-20
2907-ILJBN,0.15725335158931303,2025-06-20
6345-FZOQH,0.005606303918232032,2025-06-20
3376-BMGFE,0.5412138411521369,2025-06-20
5997-OPVFA,0.05011711973245658,2025-06-20
3445-HXXGF,0.04469101783893751,2025-06-20
1159-WFSGR,0.12109355813052307,2025-06-20
7654-YWJUF,0.1727082466761959,2025-06-20
1875-QIVME,0.7729050717181593,2025-06-20
6727-IOTLZ,0.47853818923260494,2025-06-20
0691-JVSYA,0.15438397614659596,2025-06-20
5918-VUKWP,0.05091615882747384,2025-06-20
1744-JHKYS,0.051219587344986224,2025-06-20
2656-FMOKZ,0.5694915464553931,2025-06-20
2070-FNEXE,0.6819971841758293,2025-06-20
5947-SGKCL,0.6420417830062006,2025-06-20
3712-PKXZA,0.009185594674262186,2025-06-20
6317-YPKDH,0.30493706356594036,2025-06-20
6582-OIVSP,0.40331512502599465,2025-06-20
9367-WXLCH,0.5749983026182679,2025-06-20
5524-KHNJP,0.2096435980069458,2025-06-20
1918-ZBFQJ,0.48262799979032306,2025-06-20
1024-GUALD,0.27509762635391183,2025-06-20
4827-USJHP,0.2116637204005448,2025-06-20
8167-GJLRN,0.2755932904367366,2025-06-20
0956-SYCWG,0.1386071877604808,2025-06-20
8017-UVSZU,0.09668073013322952,2025-06-20
7100-FQPRV,0.1246646256319179,2025-06-20
2472-OVKUP,0.6443426235058093,2025-06-20
2984-RGEYA,0.005803274379565363,2025-06-20
9680-NIAUV,0.10518500992975298,2025-06-20
2146-EGVDT,0.00995898681513604,2025-06-20
2604-IJPDU,0.5161478258931577,2025-06-20
9178-JHUVJ,0.084709546415868,2025-06-20
6168-YBYNP,0.1833369716682431,2025-06-20
7255-SSFBC,0.10757969915975155,2025-06-20
3645-DEYGF,0.24587834932186073,2025-06-20
9323-HGFWY,0.46565343764527894,2025-06-20
8544-GOQSH,0.47296152016790177,2025-06-20
3363-DTIVD,0.09072273210417328,2025-06-20
7018-WBJNK,0.4646692002158402,2025-06-20
9142-KZXOP,0.10747028572902687,2025-06-20
7674-YTAFD,0.24588365118702366,2025-06-20
6348-SNFUS,0.01649085397819392,2025-06-20
1285-OKIPP,0.6329357154765372,2025-06-20
7825-ECJRF,0.6013488897264286,2025-06-20
1347-KTTTA,0.11539966062413946,2025-06-20
7841-TZDMQ,0.3852778943554392,2025-06-20
4195-NZGTA,0.27763167549765017,2025-06-20
7157-SMCFK,0.008872621861588268,2025-06-20
4709-LKHYG,0.05906622264150237,2025-06-20
2504-DSHIH,0.54486067528631,2025-06-20
0699-NDKJM,0.04262006339255475,2025-06-20
9286-BHDQG,0.011245569716735748,2025-06-20
0230-WEQUW,0.023504699276460612,2025-06-20
2040-LDIWQ,0.0606262951183788,2025-06-20
6496-JDSSB,0.5523173140844585,2025-06-20
9408-SSNVZ,0.5358705759860787,2025-06-20
4443-EMBNA,0.006178623770245232,2025-06-20
6469-MRVET,0.2430180434345163,2025-06-20
0742-MOABM,0.3853808637681629,2025-06-20
5961-VUSRV,0.14472775553715542,2025-06-20
6778-JFCMK,0.17255322967526912,2025-06-20
6341-JVQGF,0.27325943747987874,2025-06-20
2232-DMLXU,0.4718033908847644,2025-06-20
4811-JBUVU,0.3336472036493078,2025-06-20
0945-TSONX,0.1559548346203379,2025-06-20
2651-ZCBXV,0.20487914263835444,2025-06-20
3316-UWXUY,0.16557937629714062,2025-06-20
8937-RDTHP,0.6631078287882031,2025-06-20
7083-MIOPC,0.004994219983979428,2025-06-20
1984-GPTEH,0.06863673915152305,2025-06-20
1251-KRREG,0.4430979253106986,2025-06-20
0621-JFHOL,0.20446410456496616,2025-06-20
9903-LYSAB,0.3622370062914416,2025-06-20
0094-OIFMO,0.7500613430140276,2025-06-20
9227-UAQFT,0.11488830994413894,2025-06-20
7301-ABVAD,0.049100594421396235,2025-06-20
6614-FHDBO,0.09820689439014119,2025-06-20
7576-ASEJU,0.15332808979940007,2025-06-20
9058-HRZSV,0.14998310980924817,2025-06-20
4522-AKYLR,0.45270848561662047,2025-06-20
0221-WMXNQ,0.7017243443805818,2025-06-20
0303-UNCIP,0.11075983421175331,2025-06-20
9947-OTFQU,0.5581372759601225,2025-06-20
0322-YINQP,0.416314092300133,2025-06-20
0959-WHOKV,0.2656208853718381,2025-06-20
4075-JFPGR,0.16066005451957371,2025-06-20
4629-NRXKX,0.5649725718636626,2025-06-20
9514-JDSKI,0.5075267377828048,2025-06-20
3282-ZISZV,0.26952585353372943,2025-06-20
3675-YDUPJ,0.15704648441863459,2025-06-20
4111-BNXIF,0.02566522431633882,2025-06-20
7017-VFHAY,0.19379754328215243,2025-06-20
6655-LHBYW,0.28294793711463967,2025-06-20
4959-JOSRX,0.384826669184645,2025-06-20
5046-NUHWD,0.19844718586540366,2025-06-20
7273-TEFQD,0.4858234339431301,2025-06-20
3606-TWKGI,0.7852465545345721,2025-06-20
7529-ZDFXI,0.17830140986495036,2025-06-20
7605-BDWDC,0.12379039388091194,2025-06-20
1950-KSVVJ,0.33409303344493224,2025-06-20
0123-CRBRT,0.08879575092001911,2025-06-20
6292-TOSSS,0.020024175545373814,2025-06-20
3197-ARFOY,0.7264101063149163,2025-06-20
6323-AYBRX,0.009883080347173808,2025-06-20
7014-ZZXAW,0.006031637768830202,2025-06-20
4385-GZQXV,0.693294647150507,2025-06-20
7633-MVPUY,0.04227618874309265,2025-06-20
6366-ZGQGL,0.26763073056838776,2025-06-20
4716-HHKQH,0.7213462235360839,2025-06-20
5940-AHUHD,0.5702722478108201,2025-06-20
6432-TWQLB,0.6190793243886201,2025-06-20
4484-GLZOU,0.21553256329097886,2025-06-20
3179-GBRWV,0.40780330613118115,2025-06-20
8645-KWHJO,0.29269985158983114,2025-06-20
4130-MZLCC,0.3846597632082353,2025-06-20
0314-TKOSI,0.402675142624807,2025-06-20
8229-MYEJZ,0.324538592972139,2025-06-20
2080-SRCDE,0.2784795449481269,2025-06-20
9577-WJVCQ,0.020197483568095885,2025-06-20
9512-UIBFX,0.5245150548554927,2025-06-20
6202-DYYFX,0.34386734987244577,2025-06-20
3808-HFKDE,0.18306909542543254,2025-06-20
5583-SXDAG,0.5661271475331586,2025-06-20
3488-PGMQJ,0.6500648152440586,2025-06-20
3580-REOAC,0.27785989589940835,2025-06-20
7534-BFESC,0.4483402904992087,2025-06-20
3727-OWVYD,0.13329009491927665,2025-06-20
2294-SALNE,0.39492347373515074,2025-06-20
4847-TAJYI,0.7671862198083019,2025-06-20
1563-IWQEX,0.14595988562612208,2025-06-20
8203-XJZRC,0.2432771352631761,2025-06-20
6556-DBKZF,0.03598655280332533,2025-06-20
6851-WEFYX,0.49526363129369977,2025-06-20
2985-JUUBZ,0.15364270570591235,2025-06-20
6390-DSAZX,0.599936827382173,2025-06-20
0895-LMRSF,0.25285432528932533,2025-06-20
8098-LLAZX,0.8129551641990928,2025-06-20
8266-VBFQL,0.6643718122061609,2025-06-20
8181-YHCMF,0.024690696682379908,2025-06-20
2240-HSJQD,0.20316796001406173,2025-06-20
1248-DYXUB,0.017765280198237858,2025-06-20
0265-EDXBD,0.33778847346760105,2025-06-20
4115-BNPJY,0.24997830214119163,2025-06-20
3167-SNQPL,0.45932960295911124,2025-06-20
4091-TVOCN,0.11783272947043519,2025-06-20
1098-TDVUQ,0.24505020781383013,2025-06-20
7277-OZCGZ,0.4329422145943165,2025-06-20
1557-EMYVT,0.3701517345797121,2025-06-20
2799-ARNLO,0.6615841893382903,2025-06-20
7563-BIUPC,0.587192557894535,2025-06-20
5027-YOCXN,0.2456280509455911,2025-06-20
3973-SKMLN,0.004959043517012127,2025-06-20
2321-OMBXY,0.2009314032930637,2025-06-20
2840-XANRC,0.5797825502682029,2025-06-20
6745-JEFZB,0.28847882052953133,2025-06-20
5020-ZSTTY,0.17215538409845776,2025-06-20
9880-TDQAC,0.01955902485524102,2025-06-20
8705-WZCYL,0.3909035698530551,2025-06-20
7102-JJVTX,0.3203549653436245,2025-06-20
8626-PTQGE,0.022406902178793944,2025-06-20
4983-CLMLV,0.19693341885684235,2025-06-20
5701-YVSVF,0.6760879837682588,2025-06-20
5804-LEPIM,0.7031456929615622,2025-06-20
5697-GOMBF,0.16587795139402745,2025-06-20
2739-CACDQ,0.6032843329735357,2025-06-20
9385-EHGDO,0.042273255481664135,2025-06-20
9498-FIMXL,0.17633434820543645,2025-06-20
2379-GYFLQ,0.20345933257821106,2025-06-20
0122-OAHPZ,0.5218879225762936,2025-06-20
2868-SNELZ,0.6337708439532622,2025-06-20
4322-RCYMT,0.04058401501335628,2025-06-20
6680-NENYN,0.30194409875754197,2025-06-20
2088-IEBAU,0.06327857731504226,2025-06-20
7982-VCELR,0.30973059704034833,2025-06-20
1343-EHPYB,0.12413591110664639,2025-06-20
6035-BXTTY,0.2226953226138022,2025-06-20
6885-PKOAM,0.05028004288678562,2025-06-20
7520-HQWJU,0.035094249381540495,2025-06-20
9639-BUJXT,0.008184167598519752,2025-06-20
5924-SNGKP,0.03034253245480318,2025-06-20
0021-IKXGC,0.724344811132555,2025-06-20
2034-GDRCN,0.6952187171247005,2025-06-20
8966-SNIZF,0.005376976086114089,2025-06-20
6243-OZGFH,0.16032863616937665,2025-06-20
4654-DLAMQ,0.17212602695287332,2025-06-20
0513-RBGPE,0.12735706061449947,2025-06-20
5160-UXJED,0.2031409598782565,2025-06-20
4115-NZRKS,0.7551491024024233,2025-06-20
0219-YTZUE,0.6288292989145132,2025-06-20
0623-IIHUG,0.26287505807896405,2025-06-20
4572-DVCGN,0.529031370429489,2025-06-20
3351-NGXYI,0.4066878758648864,2025-06-20
8984-EYLLL,0.12547629611377462,2025-06-20
9057-MSWCO,0.1477098300987116,2025-06-20
9833-TGFHX,0.25013414310385423,2025-06-20
9294-TDIPC,0.20181448243413147,2025-06-20
5229-DTFYB,0.2775147102864164,2025-06-20
0104-PPXDV,0.029232183410562263,2025-06-20
5176-LMJXE,0.021550050523699786,2025-06-20
3583-KRKMD,0.38179831291252037,2025-06-20
1010-DIAUQ,0.6912728924955074,2025-06-20
9069-LGEUL,0.22574002592931164,2025-06-20
7302-ZHMHP,0.24452965622986464,2025-06-20
9571-EDEBV,0.07297465106588492,2025-06-20
3520-FJGCV,0.10933538110659764,2025-06-20
6563-VRERX,0.046555611414617386,2025-06-20
0259-GBZSH,0.658110631899319,2025-06-20
6122-EFVKN,0.11616662023749084,2025-06-20
2805-EDJPQ,0.15613844463781593,2025-06-20
6862-CQUMB,0.29818340409327093,2025-06-20
7156-MXBJE,0.18349078449857334,2025-06-20
6158-HDPXZ,0.27067714059552617,2025-06-20
9601-BRXPO,0.5148072285490277,2025-06-20
2863-IMQDR,0.09060084818492285,2025-06-20
5686-CMAWK,0.4718877108597099,2025-06-20
5651-CRHKQ,0.202426842423253,2025-06-20
6905-NIQIN,0.43075017920061,2025-06-20
8204-YJCLA,0.040366229154176946,2025-06-20
5167-ZFFMM,0.7012301311603799,2025-06-20
6583-SZVGP,0.2585110754689218,2025-06-20
4895-TMWIR,0.2435085673738503,2025-06-20
0533-BNWKF,0.18301489807801258,2025-06-20
1708-PBBOA,0.0822554487745845,2025-06-20
8782-LKFPK,0.1972021785128173,2025-06-20
5522-JBWMO,0.3855534446823613,2025-06-20
3597-MVHJT,0.4199921948491245,2025-06-20
9774-NRNAU,0.4778926868134805,2025-06-20
0224-RLWWD,0.5315781802447801,2025-06-20
9967-ATRFS,0.10198283520065253,2025-06-20
3951-NJCVI,0.37248094599366127,2025-06-20
2977-CEBSX,0.07331059999291327,2025-06-20
0177-PXBAT,0.5948700592340925,2025-06-20
6599-CEBNN,0.2032612822548516,2025-06-20
2519-ERQOJ,0.20537364706225456,2025-06-20
5876-QMYLD,0.08229744062464683,2025-06-20
2277-AXSDC,0.049701253004606795,2025-06-20
9442-JTWDL,0.1552677758671429,2025-06-20
0979-PHULV,0.0837447584002684,2025-06-20
3067-SVMTC,0.021346056200491747,2025-06-20
5495-GPSRW,0.09322042853550104,2025-06-20
7606-BPHHN,0.004704659651247701,2025-06-20
4742-DRORA,0.11183578366207167,2025-06-20
0111-KLBQG,0.4790405264717703,2025-06-20
4800-VHZKI,0.24845200314238802,2025-06-20
7989-CHGTL,0.23992357462439107,2025-06-20
0334-GDDSO,0.7467293521005549,2025-06-20
4163-NCJAK,0.025753616232389205,2025-06-20
5233-AOZUF,0.2556855030904669,2025-06-20
5973-EJGDP,0.13261501731598205,2025-06-20
1996-DBMUS,0.16617817207902894,2025-06-20
7916-VCCPB,0.39809868634787915,2025-06-20
4686-GEFRM,0.07660424790454604,2025-06-20
5249-QYHEX,0.03697626897241976,2025-06-20
0578-SKVMF,0.39289505545193193,2025-06-20
5564-NEMQO,0.7419680041194694,2025-06-20
2233-FAGXV,0.22839011333396564,2025-06-20
5605-IYGFG,0.4939452194380966,2025-06-20
7663-ZTEGJ,0.4204033916293182,2025-06-20
3935-TBRZZ,0.0290594987645252,2025-06-20
8111-BKVDS,0.2626148054135591,2025-06-20
2055-SIFSS,0.06634890502440666,2025-06-20
2806-MLNTI,0.32093667597707676,2025-06-20
8734-DKSTZ,0.5689169850337905,2025-06-20
4360-PNRQB,0.38032179111113273,2025-06-20
6152-ONASV,0.023046515352132993,2025-06-20
9063-ZGTUY,0.009173638613225767,2025-06-20
7781-HVGMK,0.023715835341146026,2025-06-20
2181-UAESM,0.4366606151848581,2025-06-20
2957-LOLHO,0.2584595568744983,2025-06-20
6048-NJXHX,0.02894995105529667,2025-06-20
2320-SLKMB,0.13761455505453993,2025-06-20
4980-URKXC,0.03942008338042708,2025-06-20
4376-KFVRS,0.1167716483728239,2025-06-20
5886-VLQVU,0.2775889658068213,2025-06-20
3577-AMVUX,0.4613533193105152,2025-06-20
0771-WLCLA,0.6830762420311891,2025-06-20
5628-RKIFK,0.34128730961154313,2025-06-20
0206-TBWLC,0.2491070508908924,2025-06-20
2937-FTHUR,0.3152128380821797,2025-06-20
1910-FMXJM,0.21976545204203105,2025-06-20
7752-XUSCI,0.15677664180607828,2025-06-20
4110-PFEUZ,0.5722805352442059,2025-06-20
0732-OCQOC,0.01863747165310993,2025-06-20
5168-MSWXT,0.6455172215968068,2025-06-20
1090-ESELR,0.08728125374930988,2025-06-20
8592-PLTMQ,0.009265771179414422,2025-06-20
5760-WRAHC,0.43986959086259714,2025-06-20
8847-GEOOQ,0.03631604038704726,2025-06-20
0256-LTHVJ,0.30397510894958196,2025-06-20
4785-FCIFB,0.010784273583244184,2025-06-20
8313-NDOIA,0.5227360245219862,2025-06-20
5149-CUZUJ,0.38210770733315985,2025-06-20
0942-KOWSM,0.2800892569910479,2025-06-20
4237-CLSMM,0.231239543236604,2025-06-20
1452-VOQCH,0.6010095220493408,2025-06-20
4719-UMSIY,0.19000180347892362,2025-06-20
6614-VBEGU,0.275072093618146,2025-06-20
0880-TKATG,0.7285644590695479,2025-06-20
3811-VBYBZ,0.6886652101304749,2025-06-20
1480-BKXGA,0.20257142797761102,2025-06-20
2996-XAUVF,0.010631732987955519,2025-06-20
9076-AXYIK,0.18927223643910857,2025-06-20
5968-XQIVE,0.052603700580693774,2025-06-20
8896-RAZCR,0.025143883178982966,2025-06-20
4640-UHDOS,0.31857743673521993,2025-06-20
4933-IKULF,0.19274040755547814,2025-06-20
3583-EKAPL,0.4610034655730559,2025-06-20
1304-BCCFO,0.4565886154815648,2025-06-20
4104-PVRPS,0.1852990214512311,2025-06-20
9399-APLBT,0.6073474124325087,2025-06-20
2359-KMGLI,0.3363755002172953,2025-06-20
3780-DDGSE,0.31407607490530337,2025-06-20
4431-EDMIQ,0.5358673459779368,2025-06-20
0306-JAELE,0.6880488665180722,2025-06-20
6227-HWPWX,0.37963415731341466,2025-06-20
0486-LGCCH,0.14880174752115174,2025-06-20
0447-BEMNG,0.0445853030537153,2025-06-20
4612-SSVHJ,0.5551492041900086,2025-06-20
5168-MQQCA,0.10093518542869223,2025-06-20
5949-XIKAE,0.578126987716704,2025-06-20
7971-HLVXI,0.04386547858991201,2025-06-20
9094-AZPHK,0.6044825630297547,2025-06-20
3649-JPUGY,0.049277625757867996,2025-06-20
4472-LVYGI,0.5014083772020349,2025-06-20
8372-JUXUI,0.5959347216593402,2025-06-20
3552-CTCYF,0.12840742455360574,2025-06-20
6778-YSNIH,0.4845668826197114,2025-06-20
0388-EOPEX,0.5921469574524073,2025-06-20
5756-OZRIO,0.06932060036699042,2025-06-20
6579-JPICP,0.24405553469524977,2025-06-20
8205-OTCHB,0.15774369794343687,2025-06-20
4134-BSXLX,0.18619761841320817,2025-06-20
0505-SPOOW,0.005479848497263456,2025-06-20
6235-VDHOM,0.3780247224289261,2025-06-20
7783-YKGDV,0.640607463259849,2025-06-20
4374-YMUSQ,0.4794990870649548,2025-06-20
4513-CXYIX,0.07372458784592038,2025-06-20
3957-HHLMR,0.02611545135810536,2025-06-20
7803-XOCCZ,0.11831768131543031,2025-06-20
5736-YEJAX,0.04305249151094688,2025-06-20
5609-CEBID,0.6427507642850153,2025-06-20
8981-FJGLA,0.488669218082102,2025-06-20
7218-HKQFK,0.7095965882867566,2025-06-20
4636-QRJKY,0.582887435279342,2025-06-20
1135-LMECX,0.24818920762453273,2025-06-20
4332-MUOEZ,0.6361494919713285,2025-06-20
8535-SFUTN,0.14486681902485327,2025-06-20
5956-VKDTT,0.6921084100080125,2025-06-20
8677-HDZEE,0.18286703629412815,2025-06-20
2475-MROZF,0.36912950731258254,2025-06-20
9412-GHEEC,0.32125149012834703,2025-06-20
3482-ABPKK,0.1616755981417451,2025-06-20
6705-LXORM,0.66511637930127,2025-06-20
0257-ZESQC,0.4115927266070123,2025-06-20
7531-GQHME,0.14305213783667087,2025-06-20
5174-ITUMV,0.10862786492753315,2025-06-20
4109-CYRBD,0.22658887595296573,2025-06-20
0913-XWSCN,0.10420164088033293,2025-06-20
6825-UYPFK,0.3271644172551188,2025-06-20
8397-MVTAZ,0.35945750235230817,2025-06-20
0750-EBAIU,0.1413849086632428,2025-06-20
8606-CIQUL,0.20112439732386028,2025-06-20
3571-DPYUH,0.11850264007012076,2025-06-20
7601-GNDYK,0.04029773877987266,2025-06-20
0356-OBMAC,0.2553492887419736,2025-06-20
8067-NIOYM,0.0804745994149303,2025-06-20
1403-GYAFU,0.005295429669188559,2025-06-20
4234-XTNEA,0.6211077149449843,2025-06-20
1297-VQDRP,0.18610067306077424,2025-06-20
9282-IZGQK,0.6739716412135589,2025-06-20
5348-CAGXB,0.558277518238183,2025-06-20
0621-HJWXJ,0.06395142760974447,2025-06-20
5844-QVTAT,0.1423974876085357,2025-06-20
8905-IAZPF,0.07675922651059133,2025-06-20
5394-MEITZ,0.07347395783778914,2025-06-20
6859-QNXIQ,0.11569938523911069,2025-06-20
2782-LFZVW,0.36201110298927625,2025-06-20
2866-IKBTM,0.2466163483236971,2025-06-20
1342-JPNKI,0.5597312112796862,2025-06-20
2817-NTQDO,0.24910766071688942,2025-06-20
7129-AZJDE,0.22244721094240041,2025-06-20
6986-IJDHX,0.2157159826129867,2025-06-20
2560-PPCHE,0.12148665403984422,2025-06-20
4676-MQUEA,0.3257153704390384,2025-06-20
8138-EALND,0.12155082267769059,2025-06-20
3580-HYCSP,0.10176611487567948,2025-06-20
1352-HNSAW,0.12277525774152978,2025-06-20
2075-PUEPR,0.012658138526260352,2025-06-20
1982-FEBTD,0.09569269322360381,2025-06-20
5301-GAUUY,0.25073917109469107,2025-06-20
5791-KAJFD,0.061015070159309515,2025-06-20
2654-VBVPB,0.24845200314238802,2025-06-20
1154-HYWWO,0.15125379047707388,2025-06-20
